loan_amount,income,Credit_Score,age
456500,4380.0,748,45-54
396500,9600.0,550,55-64
446500,,775,35-44
256500,3540.0,654,55-64
126500,2520.0,768,55-64
326500,5460.0,610,55-64
356500,5160.0,706,65-74
286500,4860.0,765,<25
356500,11220.0,886,45-54
466500,,716,35-44
196500,7860.0,517,>74
366500,3600.0,659,45-54
686500,8220.0,624,45-54
156500,4380.0,881,<25
266500,,778,25-34
396500,8640.0,652,>74
406500,4560.0,864,>74
336500,7020.0,683,45-54
316500,7200.0,754,45-54
446500,7020.0,579,35-44
306500,5880.0,671,35-44
116500,2040.0,602,25-34
226500,,560,45-54
126500,3720.0,607,65-74
116500,4680.0,646,55-64
246500,4260.0,737,35-44
496500,4920.0,754,35-44
256500,8220.0,846,25-34
336500,8160.0,800,45-54
426500,8040.0,867,55-64
476500,189360.0,702,35-44
526500,6600.0,642,55-64
236500,13920.0,878,45-54
236500,4140.0,745,45-54
216500,3960.0,690,45-54
336500,3360.0,718,25-34
586500,9540.0,662,45-54
266500,2940.0,826,65-74
476500,0.0,539,55-64
446500,15600.0,579,55-64
486500,7980.0,829,35-44
166500,2160.0,715,55-64
276500,5700.0,750,65-74
406500,4680.0,693,25-34
366500,4380.0,692,25-34
236500,5160.0,782,65-74
126500,1440.0,863,>74
266500,8580.0,805,45-54
226500,2700.0,633,65-74
446500,6780.0,827,65-74
346500,4740.0,814,45-54
266500,6720.0,850,55-64
176500,3000.0,769,65-74
406500,,707,35-44
246500,3420.0,865,35-44
266500,7620.0,756,45-54
186500,2220.0,684,65-74
236500,4920.0,692,65-74
286500,2820.0,775,35-44
446500,5640.0,719,65-74
76500,2400.0,517,65-74
366500,4200.0,805,35-44
446500,6840.0,611,55-64
356500,4980.0,803,45-54
456500,5700.0,866,25-34
136500,2340.0,888,65-74
116500,2280.0,646,65-74
266500,8340.0,823,55-64
126500,2520.0,562,65-74
156500,3120.0,514,45-54
226500,5340.0,698,65-74
76500,2280.0,630,65-74
436500,5880.0,585,45-54
196500,3180.0,651,55-64
456500,14460.0,772,45-54
796500,9660.0,867,25-34
356500,7320.0,545,45-54
126500,7080.0,762,35-44
316500,5400.0,750,55-64
316500,7260.0,697,45-54
326500,6120.0,600,25-34
146500,2760.0,772,65-74
346500,4800.0,522,25-34
406500,17940.0,846,65-74
596500,8460.0,705,25-34
286500,3300.0,792,45-54
476500,,519,55-64
356500,6180.0,580,55-64
306500,5220.0,504,45-54
126500,3660.0,874,35-44
206500,5760.0,512,>74
276500,5340.0,668,35-44
276500,8040.0,853,55-64
296500,9840.0,821,25-34
726500,9300.0,503,65-74
436500,6060.0,862,45-54
86500,3360.0,737,55-64
486500,7320.0,571,65-74
76500,2940.0,548,65-74
196500,2760.0,716,55-64
476500,6360.0,599,45-54
306500,2880.0,854,>74
446500,16740.0,779,35-44
356500,14580.0,625,45-54
416500,5760.0,648,65-74
106500,1320.0,700,65-74
446500,7440.0,610,25-34
376500,4320.0,871,45-54
556500,8040.0,717,>74
176500,7140.0,657,55-64
86500,2400.0,586,>74
286500,6420.0,515,25-34
296500,6180.0,631,45-54
486500,,828,65-74
286500,4680.0,630,45-54
486500,7800.0,637,35-44
196500,7200.0,826,55-64
136500,6060.0,606,45-54
406500,7080.0,699,45-54
326500,2820.0,625,55-64
726500,10680.0,536,35-44
176500,8520.0,892,65-74
116500,4080.0,752,25-34
406500,3420.0,789,25-34
226500,5760.0,658,45-54
176500,,572,
156500,4020.0,534,65-74
206500,8100.0,791,45-54
456500,14580.0,552,45-54
286500,8280.0,616,35-44
596500,,784,65-74
216500,7500.0,619,35-44
316500,4500.0,634,>74
176500,4620.0,530,35-44
296500,9240.0,536,35-44
476500,6000.0,687,35-44
496500,9060.0,512,45-54
76500,2880.0,545,55-64
186500,4500.0,536,25-34
266500,5760.0,658,<25
126500,3660.0,548,55-64
466500,6600.0,784,35-44
376500,3300.0,633,55-64
126500,3000.0,564,45-54
86500,1860.0,696,55-64
236500,2100.0,637,25-34
636500,7800.0,735,35-44
156500,3000.0,648,65-74
246500,6900.0,653,45-54
376500,52080.0,866,65-74
586500,8100.0,872,45-54
266500,6000.0,819,35-44
216500,7560.0,839,45-54
176500,4380.0,691,35-44
326500,8760.0,731,45-54
236500,6480.0,634,55-64
216500,3180.0,840,25-34
126500,13680.0,723,45-54
286500,5820.0,875,55-64
196500,2040.0,879,35-44
186500,2760.0,579,35-44
316500,3660.0,646,35-44
106500,3420.0,824,65-74
226500,6240.0,593,>74
216500,3600.0,669,55-64
236500,2520.0,819,>74
476500,11940.0,729,35-44
266500,6720.0,602,>74
166500,3420.0,514,45-54
246500,5400.0,571,35-44
526500,,816,>74
296500,4260.0,524,>74
296500,10740.0,632,35-44
326500,6120.0,539,55-64
106500,1380.0,626,65-74
386500,14160.0,766,55-64
416500,10200.0,705,35-44
156500,4260.0,620,65-74
326500,4920.0,863,45-54
486500,7800.0,793,55-64
106500,1740.0,538,65-74
556500,12060.0,598,25-34
436500,7260.0,626,55-64
116500,7320.0,812,35-44
266500,5640.0,851,25-34
156500,2220.0,529,35-44
386500,4920.0,789,25-34
536500,7140.0,844,25-34
236500,2760.0,884,25-34
356500,4440.0,767,55-64
436500,7560.0,778,45-54
436500,9420.0,852,35-44
516500,4980.0,839,45-54
216500,6600.0,747,25-34
346500,,864,
226500,3240.0,837,35-44
616500,5460.0,672,35-44
606500,20280.0,628,45-54
76500,1860.0,702,65-74
526500,11400.0,579,<25
126500,4920.0,811,25-34
416500,8700.0,663,55-64
556500,6060.0,807,55-64
356500,6960.0,831,55-64
396500,6840.0,626,35-44
176500,3060.0,681,25-34
636500,7320.0,523,45-54
406500,9480.0,849,35-44
146500,5640.0,801,25-34
176500,2580.0,610,55-64
536500,5280.0,607,55-64
206500,3660.0,768,35-44
216500,7980.0,545,45-54
286500,,673,55-64
746500,25140.0,663,55-64
196500,10920.0,685,45-54
566500,9960.0,705,65-74
326500,,766,>74
216500,2160.0,805,55-64
416500,6120.0,685,45-54
276500,,855,45-54
106500,1620.0,861,55-64
626500,6180.0,861,>74
296500,5880.0,568,35-44
146500,2520.0,513,55-64
76500,2460.0,578,55-64
416500,14760.0,682,45-54
366500,5460.0,553,35-44
116500,4920.0,757,45-54
226500,6840.0,722,65-74
486500,6000.0,877,45-54
486500,4560.0,800,45-54
216500,3900.0,729,55-64
146500,5040.0,762,65-74
346500,11340.0,777,55-64
256500,10740.0,852,35-44
396500,8700.0,714,55-64
226500,5400.0,892,45-54
676500,11820.0,670,55-64
316500,26400.0,765,35-44
236500,2760.0,852,25-34
166500,2820.0,753,65-74
366500,11220.0,694,55-64
306500,420.0,665,35-44
396500,8820.0,898,55-64
366500,4080.0,674,25-34
336500,6240.0,733,45-54
736500,12540.0,826,35-44
446500,5280.0,847,25-34
236500,5940.0,780,25-34
226500,6660.0,638,55-64
256500,5400.0,644,55-64
556500,9840.0,885,25-34
136500,1920.0,759,25-34
426500,7200.0,719,45-54
266500,12900.0,598,45-54
226500,3900.0,501,45-54
246500,2880.0,614,45-54
276500,13560.0,508,45-54
256500,6720.0,553,45-54
166500,2820.0,669,65-74
276500,3720.0,512,65-74
586500,8160.0,888,45-54
446500,4800.0,794,65-74
266500,6600.0,636,45-54
146500,4860.0,591,65-74
156500,2940.0,798,65-74
286500,5400.0,856,45-54
516500,4260.0,771,65-74
126500,1200.0,523,35-44
246500,4740.0,890,65-74
136500,3240.0,597,>74
276500,3600.0,724,35-44
96500,2040.0,728,45-54
426500,9540.0,548,35-44
616500,13680.0,794,55-64
146500,1920.0,596,>74
716500,,783,45-54
216500,6120.0,887,65-74
426500,9000.0,854,35-44
316500,4380.0,566,45-54
206500,6000.0,891,65-74
256500,3060.0,671,>74
266500,5040.0,607,>74
726500,11100.0,536,35-44
476500,6060.0,583,35-44
246500,7680.0,619,45-54
316500,17760.0,506,55-64
596500,12240.0,568,45-54
426500,6360.0,822,35-44
426500,38220.0,744,65-74
446500,5100.0,720,55-64
896500,12420.0,764,55-64
126500,2220.0,698,65-74
186500,2940.0,525,35-44
386500,5400.0,847,55-64
316500,5400.0,718,55-64
466500,6600.0,802,25-34
556500,13440.0,592,25-34
156500,1800.0,566,>74
556500,7440.0,630,35-44
306500,10800.0,526,35-44
476500,17460.0,783,45-54
236500,2940.0,867,65-74
126500,2580.0,758,55-64
156500,2700.0,705,25-34
406500,6960.0,559,>74
566500,6960.0,752,35-44
286500,4020.0,725,45-54
406500,8100.0,683,55-64
146500,3720.0,599,35-44
416500,5100.0,899,25-34
486500,10320.0,629,65-74
266500,4800.0,686,55-64
366500,5220.0,665,<25
186500,2040.0,694,>74
196500,3600.0,850,35-44
296500,,566,45-54
406500,11700.0,671,55-64
506500,,732,35-44
276500,6540.0,743,65-74
536500,10560.0,581,65-74
156500,6120.0,796,35-44
216500,5880.0,559,55-64
106500,2220.0,877,45-54
246500,4620.0,835,35-44
346500,8880.0,552,25-34
276500,2700.0,586,25-34
296500,4920.0,590,65-74
726500,13020.0,513,45-54
236500,7920.0,805,45-54
166500,5280.0,631,65-74
226500,6420.0,569,45-54
696500,12240.0,529,25-34
246500,4260.0,581,45-54
546500,5280.0,533,25-34
206500,5580.0,819,35-44
326500,5880.0,807,45-54
406500,10020.0,790,35-44
376500,4680.0,894,55-64
396500,8040.0,571,35-44
176500,5040.0,771,45-54
206500,1740.0,827,65-74
836500,0.0,682,55-64
256500,3240.0,781,55-64
276500,4260.0,661,65-74
226500,3300.0,718,>74
396500,5700.0,547,25-34
276500,7620.0,695,45-54
166500,1800.0,748,65-74
276500,4980.0,645,55-64
556500,9120.0,710,45-54
346500,4980.0,897,35-44
136500,4260.0,794,45-54
446500,9660.0,500,35-44
426500,5160.0,542,>74
106500,1620.0,757,65-74
296500,9060.0,750,35-44
496500,11820.0,654,45-54
196500,5520.0,853,55-64
376500,5100.0,855,35-44
476500,7980.0,800,>74
186500,3480.0,881,65-74
356500,7500.0,707,35-44
436500,11100.0,594,45-54
566500,22680.0,511,65-74
276500,3300.0,668,55-64
356500,4680.0,553,45-54
576500,8040.0,685,35-44
336500,5520.0,657,25-34
156500,2880.0,849,45-54
126500,960.0,697,35-44
126500,1680.0,745,65-74
486500,23580.0,734,45-54
106500,10800.0,544,55-64
406500,5700.0,890,55-64
336500,3780.0,797,55-64
176500,5040.0,661,55-64
256500,7740.0,813,55-64
396500,7380.0,838,65-74
346500,7080.0,684,45-54
606500,9060.0,633,45-54
206500,3240.0,878,35-44
116500,2460.0,828,65-74
206500,15960.0,732,65-74
146500,2400.0,544,65-74
256500,9420.0,872,25-34
716500,7920.0,808,45-54
226500,3180.0,722,55-64
406500,7800.0,600,35-44
416500,6240.0,859,35-44
276500,3780.0,772,45-54
236500,4140.0,734,35-44
146500,2940.0,811,35-44
306500,3720.0,604,25-34
336500,4860.0,853,35-44
246500,6480.0,546,35-44
286500,5700.0,520,35-44
406500,3720.0,678,25-34
406500,4560.0,650,25-34
576500,5880.0,720,55-64
526500,6660.0,522,45-54
686500,11280.0,842,55-64
226500,2640.0,874,45-54
476500,5340.0,578,25-34
486500,7680.0,741,55-64
166500,6240.0,731,35-44
466500,7560.0,860,45-54
216500,2820.0,500,35-44
456500,4860.0,753,>74
286500,26520.0,871,45-54
536500,8040.0,675,25-34
616500,11640.0,810,55-64
216500,0.0,652,25-34
226500,5340.0,682,65-74
426500,7260.0,752,55-64
626500,20580.0,700,55-64
456500,9060.0,533,25-34
386500,8760.0,798,45-54
286500,8640.0,673,55-64
376500,12060.0,797,45-54
136500,4020.0,640,65-74
116500,1800.0,839,25-34
326500,7200.0,755,55-64
406500,7380.0,711,45-54
256500,4080.0,653,35-44
166500,4380.0,763,45-54
286500,,672,25-34
546500,6180.0,801,35-44
546500,6120.0,676,25-34
246500,2820.0,645,65-74
356500,4020.0,716,25-34
186500,5760.0,830,65-74
256500,4080.0,579,55-64
306500,12000.0,784,45-54
316500,,652,55-64
546500,42600.0,620,35-44
406500,4200.0,704,25-34
286500,,634,45-54
226500,3360.0,892,65-74
426500,6840.0,711,45-54
356500,,774,65-74
176500,2400.0,624,55-64
226500,5340.0,661,55-64
206500,,805,65-74
76500,2340.0,819,55-64
806500,9120.0,644,35-44
166500,4260.0,851,45-54
176500,7920.0,525,55-64
496500,6600.0,856,35-44
196500,5760.0,757,45-54
226500,5100.0,857,65-74
176500,2340.0,521,65-74
526500,8160.0,666,25-34
256500,3900.0,777,35-44
316500,5460.0,708,65-74
86500,3660.0,807,65-74
236500,5340.0,781,65-74
506500,,587,25-34
116500,3780.0,689,45-54
426500,8700.0,541,25-34
436500,6360.0,545,65-74
196500,3780.0,877,65-74
176500,5700.0,700,55-64
436500,,844,45-54
276500,5940.0,883,45-54
76500,1260.0,539,65-74
296500,6780.0,890,55-64
356500,4800.0,809,45-54
226500,8400.0,644,45-54
566500,8100.0,721,35-44
486500,14280.0,666,45-54
206500,6780.0,604,45-54
376500,5640.0,744,35-44
236500,5460.0,868,55-64
636500,,720,25-34
86500,3300.0,685,25-34
366500,6000.0,817,55-64
136500,3000.0,874,55-64
236500,5880.0,533,35-44
196500,2700.0,834,55-64
116500,2340.0,624,45-54
136500,3000.0,840,35-44
176500,4080.0,555,35-44
156500,,841,>74
306500,,681,35-44
176500,3840.0,621,55-64
476500,6480.0,746,35-44
386500,10800.0,707,45-54
206500,4500.0,892,25-34
596500,13560.0,781,55-64
96500,1500.0,669,55-64
136500,5280.0,517,35-44
516500,7080.0,867,55-64
156500,1680.0,783,65-74
346500,5280.0,658,25-34
556500,6960.0,546,55-64
326500,5520.0,583,45-54
146500,2640.0,898,35-44
346500,6000.0,832,45-54
396500,4500.0,784,65-74
136500,15000.0,654,55-64
296500,9060.0,884,45-54
136500,1680.0,743,65-74
496500,12780.0,670,35-44
156500,2820.0,725,35-44
306500,9720.0,737,35-44
246500,5160.0,802,35-44
326500,3840.0,515,65-74
406500,13380.0,513,55-64
686500,6540.0,628,35-44
346500,5700.0,777,45-54
356500,,823,45-54
446500,5340.0,870,35-44
1386500,25980.0,501,65-74
506500,8520.0,597,35-44
256500,3000.0,744,25-34
166500,6000.0,873,35-44
256500,3060.0,571,45-54
246500,,877,65-74
446500,5940.0,839,45-54
426500,18000.0,826,65-74
556500,3420.0,852,45-54
346500,3000.0,695,55-64
226500,6360.0,665,45-54
236500,5100.0,697,55-64
126500,2040.0,570,55-64
536500,11640.0,625,55-64
446500,8220.0,662,35-44
566500,7200.0,739,35-44
866500,12240.0,821,45-54
216500,2640.0,600,>74
166500,2340.0,787,45-54
726500,14220.0,861,35-44
476500,6000.0,613,65-74
456500,5340.0,638,35-44
976500,32220.0,640,55-64
266500,2760.0,526,45-54
516500,13620.0,520,35-44
326500,6540.0,661,35-44
166500,2760.0,720,65-74
126500,2040.0,515,35-44
156500,4620.0,809,45-54
436500,10560.0,707,65-74
496500,13140.0,603,35-44
176500,2460.0,680,65-74
316500,3300.0,539,35-44
696500,10380.0,802,25-34
556500,9780.0,539,35-44
326500,6300.0,654,55-64
476500,7140.0,701,45-54
126500,1860.0,843,45-54
126500,1860.0,755,45-54
726500,12900.0,891,25-34
176500,8460.0,886,25-34
196500,14400.0,648,>74
206500,2460.0,850,55-64
226500,3660.0,567,35-44
376500,7020.0,876,55-64
326500,3180.0,622,65-74
206500,3300.0,599,>74
296500,3720.0,531,25-34
156500,3000.0,673,45-54
426500,4440.0,574,45-54
216500,4980.0,676,55-64
386500,5820.0,671,45-54
186500,2760.0,552,55-64
276500,5580.0,538,35-44
206500,3360.0,579,45-54
426500,9360.0,891,45-54
176500,3060.0,742,45-54
426500,4020.0,762,35-44
676500,9000.0,575,25-34
166500,3120.0,673,55-64
186500,2700.0,745,25-34
216500,5460.0,752,55-64
356500,12660.0,547,65-74
436500,6300.0,556,45-54
226500,4860.0,685,45-54
276500,7800.0,893,55-64
156500,11280.0,786,65-74
346500,6720.0,662,55-64
156500,2640.0,750,55-64
136500,3000.0,610,55-64
256500,8520.0,781,45-54
236500,4620.0,757,45-54
926500,10260.0,675,35-44
156500,3300.0,700,55-64
126500,1260.0,573,65-74
526500,9540.0,657,35-44
386500,17220.0,529,45-54
76500,840.0,813,55-64
136500,3060.0,816,25-34
296500,2280.0,724,55-64
186500,7680.0,604,55-64
156500,7800.0,660,35-44
696500,11640.0,638,25-34
406500,62940.0,526,65-74
306500,12240.0,741,55-64
326500,,762,45-54
316500,7740.0,767,25-34
576500,7920.0,542,45-54
336500,8160.0,669,25-34
166500,10380.0,515,45-54
526500,6600.0,700,35-44
246500,4020.0,884,>74
396500,4500.0,719,25-34
486500,7260.0,822,>74
206500,9180.0,548,>74
476500,15060.0,853,35-44
676500,6780.0,850,55-64
106500,1560.0,889,45-54
506500,10560.0,667,55-64
436500,4680.0,663,35-44
216500,4320.0,690,45-54
436500,4800.0,834,35-44
256500,2940.0,692,55-64
786500,8640.0,505,65-74
416500,4920.0,515,55-64
186500,3900.0,547,45-54
396500,19080.0,839,45-54
156500,1920.0,760,65-74
206500,1920.0,716,45-54
286500,2880.0,539,65-74
296500,4800.0,883,35-44
316500,6900.0,646,35-44
276500,5340.0,643,45-54
206500,2700.0,607,65-74
356500,5520.0,784,35-44
126500,3240.0,682,>74
726500,18840.0,656,55-64
286500,3000.0,605,55-64
316500,5160.0,666,45-54
216500,4500.0,604,55-64
186500,2640.0,897,45-54
96500,5040.0,847,55-64
206500,4380.0,583,55-64
156500,5340.0,647,45-54
596500,15360.0,505,25-34
236500,3120.0,686,55-64
276500,4560.0,605,<25
186500,3000.0,889,45-54
256500,5400.0,615,35-44
186500,7980.0,551,45-54
66500,6360.0,574,55-64
186500,5580.0,517,25-34
96500,2400.0,744,25-34
56500,2760.0,637,25-34
306500,4740.0,880,45-54
306500,6300.0,702,35-44
426500,10980.0,645,55-64
316500,11280.0,726,45-54
766500,15420.0,519,45-54
176500,3480.0,711,35-44
246500,4320.0,647,55-64
76500,2940.0,549,55-64
186500,3780.0,635,55-64
436500,5520.0,773,35-44
476500,8160.0,700,45-54
226500,4740.0,776,65-74
326500,3180.0,567,65-74
156500,3000.0,717,45-54
386500,4920.0,853,65-74
156500,1860.0,678,>74
346500,6900.0,753,55-64
336500,7980.0,731,45-54
446500,8280.0,743,25-34
186500,3480.0,655,65-74
116500,2040.0,739,45-54
476500,7740.0,837,45-54
146500,1980.0,678,55-64
236500,,683,35-44
276500,9300.0,574,35-44
366500,3720.0,878,25-34
206500,14400.0,574,45-54
346500,6600.0,626,35-44
156500,3360.0,833,45-54
186500,3900.0,810,35-44
486500,6660.0,568,45-54
676500,13320.0,807,35-44
266500,4740.0,635,45-54
236500,4560.0,774,65-74
366500,6900.0,849,55-64
456500,6540.0,707,35-44
1176500,18060.0,518,35-44
186500,5220.0,749,45-54
286500,4260.0,649,25-34
296500,5100.0,801,55-64
226500,6360.0,542,35-44
196500,7380.0,709,35-44
2006500,38640.0,837,45-54
216500,3720.0,847,25-34
376500,7260.0,778,35-44
336500,5040.0,761,45-54
156500,27360.0,556,35-44
166500,2340.0,532,65-74
186500,4260.0,582,65-74
486500,9240.0,891,35-44
276500,4680.0,762,55-64
536500,,742,35-44
106500,3360.0,812,55-64
236500,9120.0,817,55-64
216500,5460.0,531,65-74
126500,1920.0,710,65-74
136500,4080.0,693,35-44
486500,5880.0,507,35-44
376500,,680,25-34
156500,2580.0,658,65-74
296500,7500.0,518,55-64
386500,7800.0,563,45-54
206500,3000.0,603,45-54
396500,5760.0,714,55-64
476500,6480.0,550,35-44
466500,7200.0,568,45-54
266500,4020.0,897,45-54
196500,8400.0,616,35-44
536500,14280.0,822,55-64
436500,17700.0,625,45-54
376500,4260.0,747,45-54
426500,9900.0,520,55-64
216500,2160.0,884,65-74
196500,3540.0,603,55-64
186500,7620.0,611,55-64
476500,7680.0,662,25-34
586500,14760.0,844,35-44
476500,8460.0,790,25-34
306500,8040.0,660,55-64
436500,8160.0,575,35-44
286500,0.0,630,55-64
246500,4980.0,527,65-74
356500,5100.0,670,25-34
306500,6120.0,876,35-44
106500,3480.0,689,45-54
746500,3660.0,840,45-54
206500,11040.0,667,35-44
536500,10560.0,596,25-34
566500,11580.0,815,45-54
436500,8880.0,520,45-54
286500,6420.0,572,35-44
256500,4020.0,869,55-64
316500,5760.0,716,55-64
266500,10560.0,548,45-54
496500,13020.0,700,55-64
516500,5280.0,893,25-34
466500,7500.0,644,<25
226500,5460.0,806,25-34
186500,3240.0,551,55-64
106500,1080.0,739,65-74
606500,9060.0,841,45-54
126500,2340.0,606,45-54
576500,6300.0,774,35-44
196500,4020.0,763,65-74
156500,3900.0,561,25-34
146500,3060.0,550,35-44
266500,5100.0,654,65-74
256500,18660.0,811,65-74
536500,6360.0,863,45-54
396500,10740.0,745,35-44
326500,4980.0,809,65-74
546500,9720.0,684,35-44
426500,5460.0,576,45-54
226500,5940.0,843,35-44
436500,4800.0,559,55-64
736500,12000.0,502,35-44
186500,3480.0,712,45-54
446500,6120.0,567,35-44
546500,0.0,596,35-44
186500,2700.0,886,65-74
216500,6300.0,658,45-54
296500,5700.0,793,65-74
406500,3480.0,766,45-54
206500,5640.0,723,65-74
236500,7740.0,762,35-44
296500,6300.0,729,45-54
306500,5280.0,639,55-64
296500,12300.0,502,65-74
96500,1080.0,899,65-74
216500,3960.0,693,25-34
436500,8760.0,753,>74
136500,2040.0,635,45-54
386500,4800.0,760,25-34
206500,6720.0,822,55-64
456500,10680.0,839,35-44
306500,5040.0,530,35-44
116500,1380.0,600,65-74
306500,7500.0,695,35-44
556500,7200.0,500,35-44
456500,6840.0,579,55-64
176500,3300.0,530,>74
196500,5280.0,666,65-74
636500,7440.0,570,55-64
206500,3960.0,821,65-74
676500,6600.0,512,25-34
426500,15000.0,722,55-64
146500,,768,>74
136500,5520.0,675,>74
306500,3420.0,671,25-34
416500,11880.0,873,45-54
696500,9240.0,592,25-34
186500,4740.0,775,35-44
436500,9420.0,653,45-54
486500,14760.0,764,25-34
406500,9960.0,667,35-44
576500,0.0,751,45-54
726500,8160.0,678,35-44
426500,12480.0,791,55-64
406500,9420.0,883,55-64
586500,8760.0,701,35-44
676500,12660.0,866,35-44
546500,15060.0,552,35-44
116500,2880.0,557,65-74
216500,2700.0,835,65-74
486500,5040.0,623,45-54
496500,9300.0,623,25-34
386500,10440.0,682,65-74
106500,2400.0,605,>74
336500,7560.0,511,35-44
136500,3960.0,540,45-54
96500,2100.0,556,25-34
306500,3060.0,894,65-74
336500,11460.0,789,45-54
166500,4860.0,652,65-74
486500,9780.0,882,45-54
206500,6000.0,760,55-64
156500,,546,45-54
406500,,808,25-34
196500,6060.0,601,<25
466500,6840.0,627,45-54
176500,2880.0,616,35-44
326500,6960.0,536,35-44
56500,7200.0,633,65-74
566500,16740.0,710,55-64
376500,7740.0,818,45-54
286500,4860.0,784,25-34
176500,3180.0,699,>74
386500,11340.0,757,45-54
346500,4500.0,701,35-44
226500,2880.0,689,55-64
396500,8460.0,886,45-54
76500,2520.0,686,55-64
486500,7080.0,563,>74
76500,3660.0,687,65-74
86500,1500.0,720,>74
306500,15120.0,802,35-44
486500,8400.0,614,55-64
426500,7740.0,684,25-34
446500,,892,35-44
316500,7500.0,656,55-64
56500,7740.0,840,35-44
106500,2400.0,754,45-54
446500,8160.0,614,35-44
156500,4560.0,768,55-64
196500,2580.0,575,65-74
586500,8940.0,626,55-64
76500,5400.0,785,65-74
486500,7560.0,826,35-44
446500,7740.0,561,35-44
266500,6000.0,804,45-54
266500,3240.0,691,55-64
716500,13920.0,504,35-44
86500,2280.0,510,65-74
366500,16440.0,515,55-64
486500,6300.0,632,45-54
86500,3060.0,588,55-64
566500,6720.0,690,55-64
206500,4500.0,524,25-34
116500,2820.0,785,45-54
146500,6120.0,730,55-64
156500,1920.0,576,>74
86500,3720.0,751,<25
466500,6300.0,735,35-44
356500,4140.0,573,55-64
236500,4620.0,882,55-64
326500,7860.0,721,25-34
466500,8280.0,876,45-54
216500,5040.0,636,>74
276500,5460.0,714,55-64
676500,7920.0,667,35-44
506500,5580.0,725,45-54
186500,2580.0,815,>74
96500,2880.0,508,35-44
156500,5940.0,526,45-54
186500,3900.0,802,65-74
